Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Pimentón;Hortalizas;9.0;215.0;25.0;2;0;0;0;127
Tomate;Hortalizas;133.0;17984.26;135.22;2;0;0;0;850
Habichuela;Leguminosas;8.5;40.0;5.0;3;0;0;0;284
Papa;Raíces y Tubérculos;122.0;1680.0;14.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;42.0;1680.0;40.0;2;0;1;0;541
Pimentón;Hortalizas;16.38;409.5;25.0;2;0;1;0;127
Tomate;Hortalizas;172.9;23379.54;135.22;2;0;1;0;850
Habichuela;Leguminosas;5.0;25.0;5.0;3;0;1;0;284
Papa;Raíces y Tubérculos;73.2;1024.8;14.0;4;0;1;0;1585
Sábila;Condimentos Bebidas y Aromáticas;1.0;0.0;0.0;7;0;2;1;54
Aguacate;Frutales;4.0;10.5;3.5;1;0;2;1;456
Banano;Frutales;1.0;0.0;0.0;1;0;2;1;134
Durazno o Albaricoque;Frutales;3.0;10.0;5.0;1;0;2;1;216
Granadilla;Frutales;1.0;0.0;0.0;1;0;2;1;131
Lulo;Frutales;16.5;62.73;7.38;1;0;2;1;223
Macadamia;Frutales;2.0;6.0;3.0;1;0;2;1;3
Maracuyá;Frutales;4.0;6.66;3.33;1;0;2;1;86
Mora;Frutales;1.0;0.0;0.0;1;0;2;1;339
Plátano;Frutales;5.5;7.02;1.56;1;0;2;1;392
Ahuyama;Hortalizas;4.0;46.0;11.5;2;0;0;0;224
Pepino Cohombro;Hortalizas;5.0;61.0;12.2;2;0;0;0;76
Pepino Guiso;Hortalizas;3.0;53.0;17.67;2;0;0;0;137
Pimentón;Hortalizas;3.0;10.0;3.33;2;0;0;0;127
Tomate;Hortalizas;1.0;20.0;20.0;2;0;0;0;850
Habichuela;Leguminosas;4.0;13.0;4.33;3;0;0;0;284
Ahuyama;Hortalizas;4.0;4.0;1.0;2;0;1;0;224
Pepino Cohombro;Hortalizas;7.0;42.0;6.0;2;0;1;0;76
Pimentón;Hortalizas;2.0;4.0;2.0;2;0;1;0;127
Tomate;Hortalizas;2.0;73.0;36.5;2;0;1;0;850
Habichuela;Leguminosas;3.0;36.0;12.0;3;0;1;0;284
Arracacha;Raíces y Tubérculos;1.0;20.0;20.0;4;0;1;0;326
Ciruela;Frutales;1.0;27.0;27.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;3.0;81.0;27.0;1;0;2;1;216
Fresa;Frutales;1.0;27.0;27.0;1;0;2;1;223
Manzana;Frutales;1.0;17.5;17.5;1;0;2;1;61
Pera;Frutales;2.0;54.0;27.0;1;0;2;1;34
Cebada;Cereales;5.0;14.4;3.0;5;0;0;0;186
Trigo;Cereales;10.0;29.29;3.02;5;0;0;0;218
Papa;Raíces y Tubérculos;30.0;644.49;21.7;4;0;0;0;1585
Papa;Raíces y Tubérculos;5.0;55.84;12.14;4;0;0;0;1585
Cebada;Cereales;4.0;11.4;3.0;5;0;1;0;186
Trigo;Cereales;10.0;28.5;3.0;5;0;1;0;218
Papa;Raíces y Tubérculos;25.0;533.82;21.7;4;0;1;0;1585
Papa;Raíces y Tubérculos;3.0;35.21;12.14;4;0;1;0;1585
Banano;Frutales;7.0;42.0;8.4;1;0;2;1;134
Gulupa o cholupa;Frutales;5.0;100.0;25.0;1;0;2;1;133
Lulo;Frutales;7.0;49.98;8.33;1;0;2;1;223
Maracuyá;Frutales;10.0;160.02;17.78;1;0;2;1;86
Ahuyama;Hortalizas;5.0;10.0;2.0;2;0;0;0;224
Pepino Cohombro;Hortalizas;3.0;54.0;18.0;2;0;0;0;76
Pepino Guiso;Hortalizas;26.0;350.0;14.0;2;0;0;0;137
Pimentón;Hortalizas;12.0;144.0;12.0;2;0;0;0;127
Tomate;Hortalizas;7.0;63.0;9.0;2;0;0;0;850
Tomate;Hortalizas;18.0;396.0;22.0;2;0;0;0;850
Habichuela;Leguminosas;20.0;160.0;8.0;3;0;0;0;284
Arracacha;Raíces y Tubérculos;22.0;352.0;16.0;4;0;0;0;326
Ahuyama;Hortalizas;5.0;50.0;10.0;2;0;1;0;224
Pepino Cohombro;Hortalizas;3.0;42.0;14.0;2;0;1;0;76
Pepino Guiso;Hortalizas;26.0;400.0;16.0;2;0;1;0;137
Pimentón;Hortalizas;12.0;192.0;16.0;2;0;1;0;127
Tomate;Hortalizas;7.0;140.0;20.0;2;0;1;0;850
Tomate;Hortalizas;18.0;540.0;30.0;2;0;1;0;850
Habichuela;Leguminosas;20.0;160.0;8.0;3;0;1;0;284
Aguacate;Frutales;7.0;40.0;10.0;1;0;2;1;456
Ciruela;Frutales;108.0;2675.0;25.0;1;0;2;1;74
Curuba;Frutales;18.0;160.0;10.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;40.0;500.0;20.0;1;0;2;1;216
Feijoa;Frutales;52.0;624.0;12.0;1;0;2;1;117
Lulo;Frutales;31.0;624.0;24.0;1;0;2;1;223
Manzana;Frutales;275.0;10800.0;40.0;1;0;2;1;61
Pera;Frutales;608.0;19392.0;32.0;1;0;2;1;34
Tomate de árbol;Frutales;70.0;440.0;11.0;1;0;2;1;324
Uchuva;Frutales;27.0;350.0;14.0;1;0;2;1;192
Ahuyama;Hortalizas;20.0;84.0;4.2;2;0;0;0;224
Arracacha;Raíces y Tubérculos;62.0;620.0;10.0;4;0;0;0;326
Papa;Raíces y Tubérculos;145.0;2592.0;17.88;4;0;0;0;1585
Ahuyama;Hortalizas;10.0;46.0;4.6;2;0;1;0;224
Pepino Guiso;Hortalizas;8.0;90.0;15.0;2;0;1;0;137
Arracacha;Raíces y Tubérculos;60.0;220.0;4.4;4;0;1;0;326
Papa;Raíces y Tubérculos;42.0;756.0;18.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;6.0;16.0;8.0;1;0;2;1;216
Feijoa;Frutales;33.0;184.0;8.0;1;0;2;1;117
Higo;Frutales;3.0;12.0;4.0;1;0;2;1;31
Quinua;Cereales;1.0;2.0;2.0;5;0;0;0;66
Trigo;Cereales;2.0;3.0;1.5;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;180.0;5400.0;30.0;2;0;0;0;541
Tomate;Hortalizas;90.0;3600.0;40.0;2;0;0;0;850
Otras hortalizas;Hortalizas;30.0;180.0;6.0;2;0;0;0;288
Papa;Raíces y Tubérculos;45.0;1350.0;30.0;4;0;0;0;1585
Quinua;Cereales;1.0;2.0;2.0;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;150.0;4500.0;30.0;2;0;1;0;541
Tomate;Hortalizas;95.0;3800.0;40.0;2;0;1;0;850
Otras hortalizas;Hortalizas;30.0;180.0;6.0;2;0;1;0;288
Papa;Raíces y Tubérculos;35.0;1050.0;30.0;4;0;1;0;1585
Curuba;Frutales;10.0;54.0;6.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;3.0;21.0;7.0;1;0;2;1;216
Fresa;Frutales;7.0;70.0;10.0;1;0;2;1;223
Gulupa o cholupa;Frutales;2.0;16.0;8.0;1;0;2;1;133
Mora;Frutales;3.5;17.5;7.0;1;0;2;1;339
Tomate de árbol;Frutales;4.4;39.6;9.0;1;0;2;1;324
Cebolla De Bulbo;Hortalizas;12.0;200.0;20.0;2;0;0;0;541
Pimentón;Hortalizas;3.0;40.0;13.33;2;0;0;0;127
Tomate;Hortalizas;25.0;1200.0;50.0;2;0;0;0;850
Habichuela;Leguminosas;8.0;42.0;6.0;3;0;0;0;284
Arracacha;Raíces y Tubérculos;0.5;1.0;2.5;4;0;0;0;326
Papa;Raíces y Tubérculos;24.0;352.0;16.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;2.0;18.0;9.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;4.0;60.0;20.0;2;0;1;0;541
Pimentón;Hortalizas;2.0;24.0;12.0;2;0;1;0;127
Tomate;Hortalizas;26.0;1125.0;45.0;2;0;1;0;850
Habichuela;Leguminosas;3.0;13.0;6.5;3;0;1;0;284
Arracacha;Raíces y Tubérculos;0.5;1.5;3.0;4;0;1;0;326
Papa;Raíces y Tubérculos;9.0;120.0;15.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;2.0;18.0;9.0;4;0;1;0;1585
Aguacate;Frutales;12.0;14.01;4.67;1;0;2;1;456
Durazno o Albaricoque;Frutales;170.0;1870.0;17.0;1;0;2;1;216
Mango;Frutales;4.0;12.0;3.0;1;0;2;1;134
Melón;Hortalizas;9.0;108.0;12.0;2;0;0;0;32
Pimentón;Hortalizas;10.0;90.0;10.0;2;0;0;0;127
Tomate;Hortalizas;5.0;20.0;4.0;2;0;0;0;850
Tomate;Hortalizas;6.0;100.0;20.0;2;0;0;0;850
Papa;Raíces y Tubérculos;3.0;21.0;7.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;1.0;5.0;5.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;3.0;27.0;9.0;4;0;0;0;602
Melón;Hortalizas;7.0;100.0;20.0;2;0;1;0;32
Pimentón;Hortalizas;15.0;126.0;9.0;2;0;1;0;127
Tomate;Hortalizas;3.0;33.0;11.0;2;0;1;0;850
Tomate;Hortalizas;3.0;60.0;20.0;2;0;1;0;850
Habichuela;Leguminosas;1.0;2.0;2.0;3;0;1;0;284
Yuca;Raíces y Tubérculos;1.0;10.0;10.0;4;0;1;0;602
Fresa;Frutales;38.0;1330.0;35.0;1;0;2;1;223
Cebada;Cereales;420.0;1128.6;2.7;5;0;0;0;186
Trigo;Cereales;114.0;316.4;2.8;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;480.0;16848.0;36.0;2;0;0;0;541
Otras hortalizas;Hortalizas;38.0;200.0;6.25;2;0;0;0;288
Papa;Raíces y Tubérculos;1545.0;53830.0;35.0;4;0;0;0;1585
Cebada;Cereales;60.0;125.0;2.5;5;0;1;0;186
Quinua;Cereales;12.0;37.0;3.08;5;0;1;0;66
Trigo;Cereales;92.0;276.0;3.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;120.0;2520.0;21.0;2;0;1;0;541
Lechuga;Hortalizas;23.0;460.0;33.82;2;0;1;0;197
Papa;Raíces y Tubérculos;900.0;16200.0;18.0;4;0;1;0;1585
Aguacate;Frutales;8.0;0.0;0.0;1;0;2;1;456
Banano;Frutales;80.0;148.0;2.0;1;0;2;1;134
Plátano;Frutales;460.0;584.2;1.27;1;0;2;1;392
Papa;Raíces y Tubérculos;4.0;52.0;13.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;4.0;36.0;9.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;70.0;720.0;12.0;4;0;0;0;602
Yuca;Raíces y Tubérculos;50.0;480.0;12.0;4;0;1;0;602
Ciruela;Frutales;1.25;9.96;7.97;1;0;2;1;74
Durazno o Albaricoque;Frutales;1.09;16.36;15.01;1;0;2;1;216
Manzana;Frutales;0.56;6.72;12.0;1;0;2;1;61
Pera;Frutales;2.1;25.25;12.02;1;0;2;1;34
Tomate de árbol;Frutales;15.0;276.0;18.4;1;0;2;1;324
Trigo;Cereales;4.0;12.0;3.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;15.0;300.0;21.43;2;0;0;0;541
Tomate;Hortalizas;11.0;400.0;36.36;2;0;0;0;850
Papa;Raíces y Tubérculos;71.0;1190.0;17.0;4;0;0;0;1585
Cebada;Cereales;6.0;18.84;3.14;5;0;1;0;186
Trigo;Cereales;6.0;12.0;2.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;7.0;135.0;22.5;2;0;1;0;541
Tomate;Hortalizas;10.0;400.0;40.0;2;0;1;0;850
Papa;Raíces y Tubérculos;27.0;486.0;18.0;4;0;1;0;1585
Fresa;Frutales;6.0;96.0;19.2;1;0;2;1;223
Cebolla De Bulbo;Hortalizas;4.0;112.0;28.0;2;0;0;0;541
Cebolla De Rama;Hortalizas;95.0;1425.0;15.0;2;0;0;0;75
Zanahoria;Hortalizas;4.0;100.0;25.0;2;0;0;0;394
Papa;Raíces y Tubérculos;200.0;2890.0;17.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;4.0;28.5;9.5;2;0;1;0;541
Cebolla De Rama;Hortalizas;100.0;2850.0;30.0;2;0;1;0;75
Zanahoria;Hortalizas;12.0;275.0;25.0;2;0;1;0;394
Papa;Raíces y Tubérculos;300.0;5880.0;21.0;4;0;1;0;1585
Aguacate;Frutales;144.0;1390.0;10.0;1;0;2;1;456
Arazá;Frutales;4.0;32.0;8.0;1;0;2;1;17
Guanábana;Frutales;267.0;4770.0;18.0;1;0;2;1;114
Guayaba;Frutales;404.0;5985.0;15.0;1;0;2;1;80
Mandarina;Frutales;31.0;174.0;6.0;1;0;2;1;203
Naranja;Frutales;114.0;1110.0;10.0;1;0;2;1;292
Pitahaya;Frutales;9.0;36.0;4.0;1;0;2;1;55
Plátano;Frutales;90.0;534.0;6.0;1;0;2;1;392
Yuca;Raíces y Tubérculos;40.0;228.0;6.0;4;0;0;0;602
Yuca;Raíces y Tubérculos;30.0;180.0;6.0;4;0;1;0;602
Ciruela;Frutales;144.0;3124.0;22.0;1;0;2;1;74
Curuba;Frutales;342.0;6422.0;19.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;55.0;230.36;4.43;1;0;2;1;216
Manzana;Frutales;50.0;495.0;11.0;1;0;2;1;61
Pera;Frutales;7.0;70.0;10.0;1;0;2;1;34
Tomate de árbol;Frutales;25.0;414.0;18.0;1;0;2;1;324
Cebolla De Bulbo;Hortalizas;10.0;390.0;39.0;2;0;0;0;541
Tomate;Hortalizas;10.0;875.0;87.5;2;0;0;0;850
Zanahoria;Hortalizas;5.0;75.0;15.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;10.0;150.0;15.0;4;0;0;0;326
Papa;Raíces y Tubérculos;300.0;6160.0;22.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;8.0;184.0;23.0;2;0;1;0;541
Tomate;Hortalizas;7.0;490.0;70.0;2;0;1;0;850
Zanahoria;Hortalizas;6.0;126.0;21.0;2;0;1;0;394
Arracacha;Raíces y Tubérculos;10.0;150.0;15.0;4;0;1;0;326
Papa;Raíces y Tubérculos;250.0;5500.0;22.0;4;0;1;0;1585
Arándano;Frutales;5.0;24.0;4.8;1;0;2;1;122
Ciruela;Frutales;14.0;52.0;4.0;1;0;2;1;74
Durazno o Albaricoque;Frutales;37.0;540.0;15.0;1;0;2;1;216
Fresa;Frutales;70.0;1060.0;20.0;1;0;2;1;223
Manzana;Frutales;2.0;20.0;10.0;1;0;2;1;61
Mora;Frutales;5.0;25.0;5.0;1;0;2;1;339
Tomate de árbol;Frutales;8.0;96.0;12.0;1;0;2;1;324
Uchuva;Frutales;2.0;24.0;12.0;1;0;2;1;192
Avena;Cereales;80.0;160.0;2.0;5;0;0;0;88
Cebada;Cereales;25.0;50.0;2.0;5;0;0;0;186
Quinua;Cereales;13.0;19.5;1.5;5;0;0;0;66
Trigo;Cereales;40.0;108.0;2.7;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;90.0;1980.0;22.0;2;0;0;0;541
Cilantro;Hortalizas;2.0;30.0;15.0;2;0;0;0;129
Zanahoria;Hortalizas;2.0;34.0;17.0;2;0;0;0;394
Otras hortalizas;Hortalizas;3.0;33.0;11.0;2;0;0;0;288
Papa;Raíces y Tubérculos;130.0;2340.0;18.0;4;0;0;0;1585
Avena;Cereales;20.0;40.0;2.0;5;0;1;0;88
Cebada;Cereales;15.0;30.0;2.0;5;0;1;0;186
Quinua;Cereales;10.0;22.5;2.5;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;30.0;600.0;20.0;2;0;1;0;541
Papa;Raíces y Tubérculos;40.0;880.0;22.0;4;0;1;0;1585
Brevo;Frutales;5.0;25.0;5.0;1;0;2;1;38
Fresa;Frutales;4.0;62.8;15.7;1;0;2;1;223
Mora;Frutales;2.0;18.0;9.0;1;0;2;1;339
Pera;Frutales;4.0;48.8;12.2;1;0;2;1;34
Uchuva;Frutales;0.5;6.75;13.5;1;0;2;1;192
Cebada;Cereales;2.5;4.0;1.6;5;0;0;0;186
Trigo;Cereales;4.5;5.85;1.3;5;0;0;0;218
Cebolla De Rama;Hortalizas;0.5;14.76;29.52;2;0;0;0;75
Zanahoria;Hortalizas;22.0;594.0;27.0;2;0;0;0;394
Otras hortalizas;Hortalizas;3.0;2.8;1.4;2;0;0;0;288
Papa;Raíces y Tubérculos;512.0;9808.5;19.5;4;0;0;0;1585
Papa;Raíces y Tubérculos;33.0;440.1;16.3;4;0;0;0;1585
Cebada;Cereales;3.4;4.08;1.2;5;0;1;0;186
Trigo;Cereales;0.6;0.84;1.4;5;0;1;0;218
Cebolla De Rama;Hortalizas;0.5;12.3;24.6;2;0;1;0;75
Zanahoria;Hortalizas;9.0;243.0;27.0;2;0;1;0;394
Otras hortalizas;Hortalizas;4.5;6.3;1.4;2;0;1;0;288
Papa;Raíces y Tubérculos;470.0;8677.5;19.5;4;0;1;0;1585
Papa;Raíces y Tubérculos;39.0;586.8;16.3;4;0;1;0;1585
Aguacate;Frutales;0.7;0.0;0.0;1;0;2;1;456
Arándano;Frutales;2.8;10.0;5.0;1;0;2;1;122
Ciruela;Frutales;3.7;0.0;0.0;1;0;2;1;74
Curuba;Frutales;105.0;1030.0;10.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;6.3;0.0;0.0;1;0;2;1;216
Fresa;Frutales;3.0;70.0;35.0;1;0;2;1;223
Granadilla;Frutales;2.5;20.0;10.0;1;0;2;1;131
Lulo;Frutales;0.5;3.5;7.0;1;0;2;1;223
Manzana;Frutales;0.8;4.5;9.0;1;0;2;1;61
Mora;Frutales;11.0;45.0;5.0;1;0;2;1;339
Tomate de árbol;Frutales;29.5;397.5;15.0;1;0;2;1;324
Uchuva;Frutales;43.5;368.5;11.0;1;0;2;1;192
Quinua;Cereales;0.2;0.1;1.0;5;0;0;0;66
Arracacha;Raíces y Tubérculos;3.0;21.0;7.0;4;0;0;0;326
Papa;Raíces y Tubérculos;520.0;10360.0;20.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;7.0;84.0;12.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;700.0;13281.0;19.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;6.0;78.0;13.0;4;0;1;0;1585
Arándano;Frutales;31.0;180.0;9.0;1;0;2;1;122
Ciruela;Frutales;3.0;22.0;11.0;1;0;2;1;74
Mora;Frutales;16.0;72.0;9.0;1;0;2;1;339
Tomate de árbol;Frutales;30.0;340.0;17.0;1;0;2;1;324
Uchuva;Frutales;125.0;480.0;12.0;1;0;2;1;192
Cebolla De Bulbo;Hortalizas;40.0;720.0;18.0;2;0;0;0;541
Zanahoria;Hortalizas;800.0;17600.0;22.0;2;0;0;0;394
Otras hortalizas;Hortalizas;8.0;35.0;5.0;2;0;0;0;288
Arracacha;Raíces y Tubérculos;13.0;180.0;13.85;4;0;0;0;326
Papa;Raíces y Tubérculos;1600.0;48000.0;30.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;80.0;1360.0;17.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;32.0;544.0;17.0;2;0;1;0;541
Zanahoria;Hortalizas;680.0;14280.0;21.0;2;0;1;0;394
Otras hortalizas;Hortalizas;9.0;36.0;4.0;2;0;1;0;288
Arracacha;Raíces y Tubérculos;10.0;140.0;14.0;4;0;1;0;326
Papa;Raíces y Tubérculos;2100.0;62500.0;29.76;4;0;1;0;1585
Papa;Raíces y Tubérculos;100.0;1600.0;16.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;1.4;4.09;4.54;1;0;2;1;216
Feijoa;Frutales;4.8;15.66;4.12;1;0;2;1;117
Fresa;Frutales;6.7;64.69;12.44;1;0;2;1;223
Lulo;Frutales;1.5;1.62;3.24;1;0;2;1;223
Mora;Frutales;19.2;128.1;10.5;1;0;2;1;339
Tomate de árbol;Frutales;12.5;191.14;20.12;1;0;2;1;324
Uchuva;Frutales;21.2;77.66;7.06;1;0;2;1;192
Ahuyama;Hortalizas;1.0;8.4;8.4;2;0;0;0;224
Cilantro;Hortalizas;2.0;9.1;5.69;2;0;0;0;129
Zanahoria;Hortalizas;6.0;38.8;10.49;2;0;0;0;394
Arracacha;Raíces y Tubérculos;10.1;156.3;17.76;4;0;0;0;326
Papa;Raíces y Tubérculos;423.0;5585.0;14.67;4;0;0;0;1585
Papa;Raíces y Tubérculos;35.5;358.3;14.62;4;0;0;0;1585
Cilantro;Hortalizas;2.0;9.16;6.11;2;0;1;0;129
Zanahoria;Hortalizas;4.5;37.8;11.12;2;0;1;0;394
Arracacha;Raíces y Tubérculos;4.0;60.2;17.2;4;0;1;0;326
Papa;Raíces y Tubérculos;518.0;5615.0;14.47;4;0;1;0;1585
Papa;Raíces y Tubérculos;32.3;349.0;14.24;4;0;1;0;1585
Aguacate;Frutales;1.0;0.0;0.0;1;0;2;1;456
Granadilla;Frutales;4.5;67.5;15.0;1;0;2;1;131
Gulupa o cholupa;Frutales;14.0;238.0;17.0;1;0;2;1;133
Lulo;Frutales;8.0;108.0;18.0;1;0;2;1;223
Mora;Frutales;5.0;35.0;7.0;1;0;2;1;339
Pitahaya;Frutales;26.0;0.0;0.0;1;0;2;1;55
Plátano;Frutales;30.0;420.0;14.0;1;0;2;1;392
Tomate;Hortalizas;4.0;192.0;48.0;2;0;0;0;850
Tomate;Hortalizas;4.0;576.0;144.0;2;0;1;0;850
Sábila;Condimentos Bebidas y Aromáticas;2.5;5.0;2.0;7;0;2;1;54
Aguacate;Frutales;2.5;25.0;10.0;1;0;2;1;456
Anón;Frutales;1.3;3.9;3.0;1;0;2;1;12
Banano;Frutales;0.5;1.5;3.0;1;0;2;1;134
Coco;Frutales;0.2;0.2;1.0;1;0;2;1;4
Guanábana;Frutales;2.3;6.9;3.0;1;0;2;1;114
Guayaba;Frutales;0.5;1.0;2.0;1;0;2;1;80
Limón;Frutales;3.3;36.76;15.98;1;0;2;1;295
Limón;Frutales;15.67;176.0;12.0;1;0;2;1;295
Mandarina;Frutales;28.38;136.92;5.0;1;0;2;1;203
Mango;Frutales;84.5;422.5;5.0;1;0;2;1;134
Maracuyá;Frutales;1.1;5.5;5.0;1;0;2;1;86
Naranja;Frutales;24.04;144.26;6.0;1;0;2;1;292
Papaya;Frutales;0.5;4.0;8.0;1;0;2;1;30
Plátano;Frutales;36.0;216.0;6.0;1;0;2;1;392
Zapote;Frutales;16.0;22.5;1.5;1;0;2;1;28
Sorgo;Cereales;9.0;7.0;1.0;5;0;0;0;23
Sorgo;Cereales;10.0;10.0;1.0;5;0;1;0;23
Aguacate;Frutales;13.0;72.0;6.0;1;0;2;1;456
Fresa;Frutales;26.0;720.0;30.0;1;0;2;1;223
Limón;Frutales;8.4;44.39;6.0;1;0;2;1;295
Limón;Frutales;40.18;235.05;6.0;1;0;2;1;295
Mandarina;Frutales;11.37;62.24;6.0;1;0;2;1;203
Mandarina;Frutales;38.27;229.61;6.0;1;0;2;1;203
Naranja;Frutales;3.68;22.07;6.0;1;0;2;1;292
Naranja;Frutales;61.32;367.92;6.0;1;0;2;1;292
Plátano;Frutales;276.0;828.0;3.0;1;0;2;1;392
Tangelo;Frutales;0.79;6.0;7.59;1;0;2;1;32
Papa;Raíces y Tubérculos;6.0;45.0;15.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;13.0;84.0;7.0;4;0;0;0;602
Papa;Raíces y Tubérculos;5.0;60.0;15.0;4;0;1;0;1585
Aguacate;Frutales;69.7;521.9;17.0;1;0;2;1;456
Banano;Frutales;49.0;396.0;9.0;1;0;2;1;134
Chirimoya;Frutales;55.1;325.0;10.0;1;0;2;1;17
Limón;Frutales;190.0;2860.0;20.0;1;0;2;1;295
Mandarina;Frutales;138.0;2250.0;18.0;1;0;2;1;203
Mango;Frutales;12.0;140.0;14.0;1;0;2;1;134
Mango;Frutales;1912.7;27460.5;15.0;1;0;2;1;134
Maracuyá;Frutales;10.0;140.0;14.0;1;0;2;1;86
Naranja;Frutales;139.5;2550.0;20.0;1;0;2;1;292
Plátano;Frutales;39.0;204.0;6.0;1;0;2;1;392
Yuca;Raíces y Tubérculos;60.0;350.0;7.0;4;0;0;0;602
Yuca;Raíces y Tubérculos;8.0;56.0;7.0;4;0;1;0;602
Aguacate;Frutales;27.2;104.01;3.97;1;0;2;1;456
Banano;Frutales;56.0;265.0;5.0;1;0;2;1;134
Guayaba;Frutales;31.0;174.0;6.0;1;0;2;1;80
Mandarina;Frutales;246.0;1715.0;7.0;1;0;2;1;203
Mango;Frutales;210.0;1640.0;8.0;1;0;2;1;134
Mango;Frutales;58.0;364.0;7.0;1;0;2;1;134
Naranja;Frutales;40.0;148.0;4.0;1;0;2;1;292
Plátano;Frutales;9.0;18.0;3.0;1;0;2;1;392
Tomate;Hortalizas;9.0;104.0;13.0;2;0;0;0;850
Habichuela;Leguminosas;30.0;377.0;13.0;3;0;0;0;284
Tomate;Hortalizas;10.0;108.0;12.0;2;0;1;0;850
Habichuela;Leguminosas;30.0;336.0;12.0;3;0;1;0;284
Aguacate;Frutales;7.0;24.0;8.0;1;0;2;1;456
Guanábana;Frutales;26.0;104.0;4.0;1;0;2;1;114
Limón;Frutales;5.99;47.94;12.02;1;0;2;1;295
Limón;Frutales;39.34;4.07;11.97;1;0;2;1;295
Lulo;Frutales;23.0;114.0;6.0;1;0;2;1;223
Mandarina;Frutales;11.21;2.52;12.0;1;0;2;1;203
Mandarina;Frutales;41.36;4.31;11.97;1;0;2;1;203
Maracuyá;Frutales;9.0;63.0;7.0;1;0;2;1;86
Mora;Frutales;314.0;1830.0;6.0;1;0;2;1;339
Naranja;Frutales;3.97;11.7;12.06;1;0;2;1;292
Naranja;Frutales;68.27;507.26;12.0;1;0;2;1;292
Papayuela -Babaco;Frutales;2.0;18.0;18.0;1;0;2;1;17
Plátano;Frutales;20.0;56.0;8.0;1;0;2;1;392
Tangelo;Frutales;0.85;10.2;12.0;1;0;2;1;32
Tomate de árbol;Frutales;109.0;1050.0;10.0;1;0;2;1;324
Uchuva;Frutales;5.0;36.0;9.0;1;0;2;1;192
Guatila;Hortalizas;7.0;108.0;18.0;2;0;0;0;31
Pepino Cohombro;Hortalizas;20.0;126.0;7.0;2;0;0;0;76
Tomate;Hortalizas;26.0;192.0;8.0;2;0;0;0;850
Habichuela;Leguminosas;34.0;110.0;5.0;3;0;0;0;284
Papa;Raíces y Tubérculos;36.0;495.0;15.0;4;0;0;0;1585
Guatila;Hortalizas;5.0;54.0;18.0;2;0;1;0;31
Pepino Cohombro;Hortalizas;16.0;98.0;7.0;2;0;1;0;76
Tomate;Hortalizas;24.0;184.0;8.0;2;0;1;0;850
Habichuela;Leguminosas;25.0;120.0;5.0;3;0;1;0;284
Papa;Raíces y Tubérculos;18.0;396.0;23.29;4;0;1;0;1585
Moringa;Condimentos Bebidas y Aromáticas;10.0;100.0;10.0;7;0;2;1;4
Aguacate;Frutales;10.0;32.0;4.0;1;0;2;1;456
Banano;Frutales;65.0;260.0;5.0;1;0;2;1;134
Limón;Frutales;8.0;24.0;6.0;1;0;2;1;295
Mango;Frutales;30.0;125.0;5.0;1;0;2;1;134
Maracuyá;Frutales;18.0;144.0;8.0;1;0;2;1;86
Naranja;Frutales;12.0;72.0;9.0;1;0;2;1;292
Plátano;Frutales;80.0;560.0;8.0;1;0;2;1;392
Patilla;Hortalizas;4.0;36.0;9.0;2;0;0;0;16
Tomate;Hortalizas;8.0;98.0;14.0;2;0;0;0;850
Yuca;Raíces y Tubérculos;38.0;245.0;7.0;4;0;0;0;602
Ahuyama;Hortalizas;9.0;49.0;7.0;2;0;1;0;224
