Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Frijol;Leguminosas;24.0;28.46;1.29;3;1;1;0;1090
Arveja;Leguminosas;6.0;4.67;0.93;3;2;0;0;1173
Frijol;Leguminosas;3.0;2.1;0.7;3;1;0;0;1090
Maíz;Cereales;6.0;5.17;1.03;5;1;1;0;1624
Arveja;Leguminosas;6.0;4.67;0.93;3;2;1;0;1173
Frijol;Leguminosas;2.0;1.51;1.01;3;1;1;0;1090
Maíz;Cereales;20.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;15.0;21.0;1.4;3;2;0;0;1173
Frijol;Leguminosas;9.0;4.0;1.0;3;1;0;0;1090
Haba;Leguminosas;4.0;6.19;1.55;3;1;0;0;215
Arveja;Leguminosas;10.0;13.5;1.5;3;2;1;0;1173
Frijol;Leguminosas;15.0;15.0;1.0;3;1;1;0;1090
Haba;Leguminosas;4.0;6.19;1.55;3;1;1;0;215
Cacao;Cultivos Tropicales Tradicionales;13.0;3.01;0.43;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;439.34;315.61;0.8;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;34.0;8704.0;256.0;6;4;2;1;463
Maíz;Cereales;14.0;14.42;1.03;5;1;0;0;1624
Frijol;Leguminosas;9.0;5.29;0.59;3;1;0;0;1090
Maíz;Cereales;14.0;4.03;0.29;5;1;1;0;1624
Frijol;Leguminosas;7.0;4.11;0.59;3;1;1;0;1090
Maíz;Cereales;17.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;14.0;22.9;1.64;3;2;0;0;1173
Frijol;Leguminosas;13.0;27.27;2.1;3;1;0;0;1090
Haba;Leguminosas;3.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;3.0;4.91;1.64;3;2;1;0;1173
Frijol;Leguminosas;2.0;4.9;2.45;3;1;1;0;1090
Caña;Cultivos Tropicales Tradicionales;85.0;4650.0;62.0;6;4;2;1;463
Maíz;Cereales;400.0;125.85;0.84;5;1;0;0;1624
Frijol;Leguminosas;150.0;41.12;1.47;3;1;0;0;1090
Arveja;Leguminosas;38.0;18.5;1.03;3;2;1;0;1173
Maíz;Cereales;12.0;13.2;1.2;5;1;0;0;1624
Arveja;Leguminosas;30.0;17.52;0.7;3;2;0;0;1173
Café;Cultivos Tropicales Tradicionales;153.18;151.3;1.07;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;127.0;7168.0;64.0;6;4;2;1;463
Frijol;Leguminosas;4.0;4.2;1.4;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;45.0;20.25;0.45;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;328.73;366.44;1.23;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;231.0;13860.0;60.0;6;4;2;1;463
Arveja;Leguminosas;13.0;12.73;1.06;3;2;0;0;1173
Frijol;Leguminosas;48.0;57.19;1.22;3;1;0;0;1090
Arveja;Leguminosas;14.0;13.79;1.06;3;2;1;0;1173
Frijol;Leguminosas;49.0;82.91;1.73;3;1;1;0;1090
Maíz;Cereales;36.0;25.56;0.71;5;1;0;0;1624
Arveja;Leguminosas;3.0;1.12;0.37;3;2;0;0;1173
Frijol;Leguminosas;36.0;21.6;0.6;3;1;0;0;1090
Arveja;Leguminosas;40.0;51.87;1.4;3;2;0;0;1173
Frijol;Leguminosas;30.0;48.0;2.0;3;1;0;0;1090
Maíz;Cereales;90.0;90.0;1.0;5;1;1;0;1624
Frijol;Leguminosas;15.0;20.0;2.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;24.0;9.0;0.45;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;221.27;196.46;1.01;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;54.0;975.0;25.0;6;4;2;1;463
Maíz;Cereales;32.0;60.0;2.0;5;1;0;0;1624
Maíz;Cereales;38.0;62.72;1.96;5;1;1;0;1624
Frijol;Leguminosas;80.0;31.5;1.75;3;1;1;0;1090
Maíz;Cereales;12.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;21.0;13.88;1.39;3;2;0;0;1173
Frijol;Leguminosas;10.0;4.97;0.99;3;1;0;0;1090
Arveja;Leguminosas;24.0;22.21;1.39;3;2;1;0;1173
Frijol;Leguminosas;4.0;1.99;1.0;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;65.81;48.95;0.83;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;83.0;2268.0;28.0;6;4;2;1;463
Maíz;Cereales;11.0;11.19;1.4;5;1;0;0;1624
Arveja;Leguminosas;7.0;0.0;0.0;3;2;0;0;1173
Frijol;Leguminosas;5.0;13.99;2.8;3;1;1;0;1090
Maíz;Cereales;100.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;100.0;112.15;1.4;3;2;0;0;1173
Frijol;Leguminosas;50.0;97.9;1.96;3;1;0;0;1090
Haba;Leguminosas;5.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;140.0;252.34;2.1;3;2;1;0;1173
Frijol;Leguminosas;60.0;118.88;2.38;3;1;1;0;1090
Caña;Cultivos Tropicales Tradicionales;15.0;480.0;32.0;6;4;2;1;463
Maíz;Cereales;75.0;42.0;1.5;5;1;0;0;1624
Arveja;Leguminosas;7.0;5.94;0.99;3;2;0;0;1173
Haba;Leguminosas;3.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;8.0;5.94;0.99;3;2;1;0;1173
Frijol;Leguminosas;30.0;22.5;1.5;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;9.0;2.25;0.25;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;6.0;3.0;0.5;6;4;2;1;463
Maíz;Cereales;30.0;26.57;1.4;5;1;0;0;1624
Arveja;Leguminosas;4.0;3.6;0.9;3;2;0;0;1173
Frijol;Leguminosas;27.0;2.83;1.01;3;1;0;0;1090
Haba;Leguminosas;4.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;4.0;2.7;0.9;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;377.78;381.88;1.18;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;7800.0;576000.0;120.0;6;4;2;1;463
Frijol;Leguminosas;30.0;1.0;1.0;3;1;0;0;1090
Maíz;Cereales;62.0;25.0;0.5;5;1;1;0;1624
Maíz;Cereales;12.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;18.0;13.01;1.63;3;2;0;0;1173
Haba;Leguminosas;3.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;7.0;2.8;1.4;3;2;1;0;1173
Arveja;Leguminosas;180.0;168.22;0.93;3;2;0;0;1173
Frijol;Leguminosas;25.0;52.45;2.1;3;1;0;0;1090
Arveja;Leguminosas;190.0;221.96;1.17;3;2;1;0;1173
Frijol;Leguminosas;26.0;72.73;2.8;3;1;1;0;1090
Maíz;Cereales;80.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;10.0;18.0;1.8;3;1;0;0;1090
Haba;Leguminosas;12.0;15.0;1.5;3;1;0;0;215
Arveja;Leguminosas;46.0;44.4;1.2;3;2;1;0;1173
Frijol;Leguminosas;10.0;18.0;1.8;3;1;1;0;1090
Haba;Leguminosas;12.0;18.0;1.5;3;1;1;0;215
Cacao;Cultivos Tropicales Tradicionales;645.0;122.5;0.7;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;258.81;218.51;0.98;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;427.0;8080.0;20.0;6;4;2;1;463
Maíz;Cereales;44.0;54.81;1.37;5;1;0;0;1624
Frijol;Leguminosas;28.0;25.73;1.12;3;1;0;0;1090
Maíz;Cereales;80.0;62.92;1.26;5;1;1;0;1624
Frijol;Leguminosas;20.0;21.4;1.19;3;1;1;0;1090
Maíz;Cereales;8.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;5.0;7.01;1.4;3;2;0;0;1173
Frijol;Leguminosas;1.0;1.0;1.0;3;1;0;0;1090
Caña;Cultivos Tropicales Tradicionales;27.0;855.0;45.0;6;4;2;1;463
Maíz;Cereales;160.0;270.0;1.8;5;1;0;0;1624
Arveja;Leguminosas;4.0;4.0;1.0;3;2;0;0;1173
Maíz;Cereales;160.0;192.0;1.2;5;1;1;0;1624
Arveja;Leguminosas;6.0;6.0;1.0;3;2;1;0;1173
Frijol;Leguminosas;210.0;60.0;1.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;123.0;54.0;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;5.0;3.5;0.7;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;19.0;170.0;10.0;6;4;2;1;463
Maíz;Cereales;10.0;16.0;2.0;5;1;0;0;1624
Arveja;Leguminosas;20.0;31.78;1.59;3;2;0;0;1173
Frijol;Leguminosas;7.0;17.13;2.45;3;1;0;0;1090
Maíz;Cereales;12.0;7.83;1.12;5;1;1;0;1624
Arveja;Leguminosas;30.0;49.07;1.64;3;2;1;0;1173
Frijol;Leguminosas;10.0;10.0;1.0;3;1;1;0;1090
Arveja;Leguminosas;22.0;24.0;1.6;3;2;1;0;1173
Maíz;Cereales;30.0;41.53;1.54;5;1;0;0;1624
Arveja;Leguminosas;90.0;74.77;0.93;3;2;0;0;1173
Frijol;Leguminosas;12.0;17.48;1.75;3;1;0;0;1090
Maíz;Cereales;20.0;18.07;1.81;5;1;1;0;1624
Arveja;Leguminosas;70.0;55.23;0.92;3;2;1;0;1173
Frijol;Leguminosas;8.0;6.76;0.97;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;3.6;2.48;0.8;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;71.6;4589.0;65.0;6;4;2;1;463
Maíz;Cereales;1.5;0.89;1.11;5;1;0;0;1624
Arveja;Leguminosas;4.2;1.96;0.98;3;2;0;0;1173
Frijol;Leguminosas;2.5;2.24;1.4;3;1;0;0;1090
Maíz;Cereales;3.0;2.94;1.18;5;1;1;0;1624
Arveja;Leguminosas;5.0;5.05;1.26;3;2;1;0;1173
Frijol;Leguminosas;3.0;3.85;1.54;3;1;1;0;1090
Maíz;Cereales;22.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;5.0;4.44;0.93;3;2;0;0;1173
Arveja;Leguminosas;7.0;6.07;0.93;3;2;1;0;1173
Maíz;Cereales;10.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;4.0;0.0;0.0;3;1;0;0;1090
Haba;Leguminosas;4.0;0.0;0.0;3;1;0;0;215
Caña;Cultivos Tropicales Tradicionales;4.25;97.5;30.0;6;4;2;1;463
Maíz;Cereales;13.5;3.9;1.3;5;1;0;0;1624
Frijol;Leguminosas;10.5;5.4;1.2;3;1;0;0;1090
Arveja;Leguminosas;5.0;5.25;1.5;3;2;1;0;1173
Maíz;Cereales;30.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;15.0;7.01;0.7;3;2;0;0;1173
Frijol;Leguminosas;3.0;2.73;0.91;3;1;0;0;1090
Arveja;Leguminosas;6.0;2.8;0.7;3;2;1;0;1173
Frijol;Leguminosas;3.0;2.52;1.26;3;1;1;0;1090
Haba;Leguminosas;2.0;0.0;0.0;3;1;1;0;215
Maíz;Cereales;76.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;4.0;3.36;0.84;3;2;0;0;1173
Frijol;Leguminosas;35.0;29.37;0.84;3;1;0;0;1090
Caña;Cultivos Tropicales Tradicionales;174.0;9990.0;60.0;6;4;2;1;463
Maíz;Cereales;39.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;18.5;14.3;0.84;3;2;0;0;1173
Arveja;Leguminosas;32.0;24.39;0.84;3;2;1;0;1173
Maíz;Cereales;20.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;20.0;0.0;0.0;3;1;0;0;1090
Haba;Leguminosas;10.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;18.0;11.21;1.4;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;150.98;107.3;0.83;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;34.0;1054.0;31.0;6;4;2;1;463
Fique;Cultivos Tropicales Tradicionales;7.0;7.0;1.0;6;6;2;1;16
Maíz;Cereales;120.0;13.09;1.45;5;1;0;0;1624
Arveja;Leguminosas;8.0;2.34;0.47;3;2;0;0;1173
Frijol;Leguminosas;100.0;41.96;1.68;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;76.0;19.8;0.3;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;17.0;80.0;5.0;6;4;2;1;463
Maíz;Cereales;70.0;0.0;0.0;5;1;0;0;1624
Maíz;Cereales;2.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;30.0;22.5;0.9;3;1;0;0;1090
Arveja;Leguminosas;5.0;4.0;0.8;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;58.07;56.19;1.01;6;3;2;1;474
Maíz;Cereales;5.0;2.25;1.5;5;1;1;0;1624
Arveja;Leguminosas;14.0;10.14;1.45;3;2;1;0;1173
Frijol;Leguminosas;27.0;7.59;2.17;3;1;1;0;1090
Garbanzo;Leguminosas;1.2;1.0;1.0;3;1;1;0;11
Café;Cultivos Tropicales Tradicionales;155.02;108.13;0.8;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;77.0;3696.0;48.0;6;4;2;1;463
Maíz;Cereales;60.0;94.4;1.6;5;1;0;0;1624
Maíz;Cereales;4.0;6.4;1.6;5;1;1;0;1624
Maíz;Cereales;2.0;3.2;1.6;5;1;1;0;1624
Frijol;Leguminosas;100.0;130.0;1.3;3;1;1;0;1090
Maíz;Cereales;40.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;6.0;3.6;0.6;3;2;0;0;1173
Frijol;Leguminosas;35.0;0.0;0.0;3;1;0;0;1090
Haba;Leguminosas;4.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;5.0;3.0;0.6;3;2;1;0;1173
Arveja;Leguminosas;7.0;6.17;1.03;3;2;0;0;1173
Maíz;Cereales;45.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;30.0;26.6;1.4;3;1;0;0;1090
Arveja;Leguminosas;33.0;22.4;1.4;3;2;1;0;1173
Maíz;Cereales;11.0;2.6;0.4;5;1;0;0;1624
Arveja;Leguminosas;12.0;13.57;1.17;3;2;0;0;1173
Frijol;Leguminosas;8.0;6.0;1.0;3;1;0;0;1090
Haba;Leguminosas;9.0;0.0;0.0;3;1;0;0;215
Café;Cultivos Tropicales Tradicionales;105.32;92.05;0.92;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;108.0;5000.0;50.0;6;4;2;1;463
Maíz;Cereales;140.0;262.32;1.87;5;1;0;0;1624
Frijol;Leguminosas;28.0;46.01;1.64;3;1;0;0;1090
Arveja;Leguminosas;15.0;0.0;0.0;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;2.0;0.9;0.45;6;3;2;1;474
Maíz;Cereales;18.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;5.0;2.77;0.69;3;2;0;0;1173
Arveja;Leguminosas;36.0;17.29;0.69;3;2;1;0;1173
Frijol;Leguminosas;320.0;22.23;2.02;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;71.0;25.2;0.4;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;135.03;74.12;0.59;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;15.0;675.0;45.0;6;4;2;1;463
Maíz;Cereales;2.2;1.0;1.0;5;1;1;0;1624
Frijol;Leguminosas;1.0;0.0;0.0;3;1;1;0;1090
Maíz;Cereales;18.0;2.24;0.56;5;1;0;0;1624
Arveja;Leguminosas;9.0;8.22;1.03;3;2;0;0;1173
Frijol;Leguminosas;15.0;10.49;1.05;3;1;0;0;1090
Haba;Leguminosas;5.0;2.65;0.88;3;1;0;0;215
Arveja;Leguminosas;6.4;10.47;1.64;3;2;0;0;1173
Frijol;Leguminosas;10.0;13.99;1.4;3;1;0;0;1090
Maíz;Cereales;39.0;39.15;1.4;5;1;1;0;1624
Arveja;Leguminosas;7.0;4.91;1.64;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;104.29;88.13;0.87;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;171.0;2822.0;17.0;6;4;2;1;463
Maíz;Cereales;95.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;14.0;23.4;1.8;3;2;1;0;1173
Frijol;Leguminosas;455.0;57.8;1.7;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;824.0;573.3;0.7;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;262.7;181.35;0.78;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;375.5;16672.5;45.0;6;4;2;1;463
Caña;Cultivos Tropicales Tradicionales;390.5;15500.0;40.0;6;4;2;1;463
Maíz;Cereales;50.0;40.0;1.0;5;1;0;0;1624
Frijol;Leguminosas;7.0;0.0;0.0;3;1;0;0;1090
Maíz;Cereales;70.0;50.0;1.0;5;1;1;0;1624
Arveja;Leguminosas;3.0;2.34;0.94;3;2;1;0;1173
Cacao;Cultivos Tropicales Tradicionales;17.5;9.3;0.6;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;713.53;498.92;0.79;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;321.5;18690.0;60.0;6;4;2;1;463
Caña;Cultivos Tropicales Tradicionales;183.5;11104.0;64.0;6;4;2;1;463
Maíz;Cereales;23.0;27.97;1.4;5;1;0;0;1624
Arveja;Leguminosas;10.0;13.08;1.64;3;2;0;0;1173
Frijol;Leguminosas;46.0;67.55;1.61;3;1;0;0;1090
Maíz;Cereales;23.0;25.17;1.26;5;1;1;0;1624
Arveja;Leguminosas;10.0;12.62;1.4;3;2;1;0;1173
Frijol;Leguminosas;46.0;62.24;1.4;3;1;1;0;1090
Café;Cultivos Tropicales Tradicionales;73.5;86.45;1.3;6;3;2;1;474
Maíz;Cereales;28.0;7.61;0.48;5;1;0;0;1624
Haba;Leguminosas;30.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;15.0;0.0;0.0;3;2;1;0;1173
Maíz;Cereales;5.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;15.0;18.22;1.4;3;2;0;0;1173
Frijol;Leguminosas;1.0;0.0;0.0;3;1;0;0;1090
Haba;Leguminosas;5.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;15.0;25.23;1.68;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;1589.27;1210.25;0.85;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;1968.0;136360.0;70.0;6;4;2;1;463
Caña;Cultivos Tropicales Tradicionales;315.0;10080.0;32.0;6;4;2;1;463
Maíz;Cereales;100.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;90.0;90.0;1.0;3;1;0;0;1090
Frijol;Leguminosas;25.0;50.0;2.0;3;1;1;0;1090
Maíz;Cereales;48.0;5.0;0.25;5;1;0;0;1624
Arveja;Leguminosas;30.0;40.65;1.36;3;2;0;0;1173
Haba;Leguminosas;5.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;30.0;33.88;1.36;3;2;1;0;1173
Cacao;Cultivos Tropicales Tradicionales;405.0;283.5;0.7;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;50.74;55.59;1.18;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;115.0;5750.0;50.0;6;4;2;1;463
Maíz;Cereales;5.0;4.47;1.12;5;1;0;0;1624
Frijol;Leguminosas;8.0;8.81;1.26;3;1;0;0;1090
Maíz;Cereales;17.0;17.95;1.2;5;1;1;0;1624
Frijol;Leguminosas;9.0;7.34;1.05;3;1;1;0;1090
Maíz;Cereales;30.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;4.0;5.61;1.4;3;2;0;0;1173
Frijol;Leguminosas;14.0;58.74;4.2;3;1;0;0;1090
Haba;Leguminosas;1.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;4.0;5.61;1.4;3;2;1;0;1173
Frijol;Leguminosas;14.0;58.74;4.2;3;1;1;0;1090
Maíz;Cereales;54.0;0.0;0.0;5;1;0;0;1624
Haba;Leguminosas;8.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;23.0;24.72;1.07;3;2;1;0;1173
Frijol;Leguminosas;49.0;83.3;1.7;3;1;1;0;1090
Maíz;Cereales;5.0;5.93;1.48;5;1;0;0;1624
Arveja;Leguminosas;6.0;4.74;1.35;3;2;0;0;1173
Maíz;Cereales;5.0;7.55;1.51;5;1;1;0;1624
Cacao;Cultivos Tropicales Tradicionales;531.0;211.95;0.45;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;146.19;80.68;0.6;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;121.0;3630.0;30.0;6;4;2;1;463
Café;Cultivos Tropicales Tradicionales;125.35;53.81;0.5;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;78.0;3120.0;40.0;6;4;2;1;463
Maíz;Cereales;12.0;10.0;1.0;5;1;0;0;1624
Arveja;Leguminosas;16.0;22.5;1.5;3;2;0;0;1173
Frijol;Leguminosas;4.0;4.0;1.0;3;1;0;0;1090
Arveja;Leguminosas;13.0;12.0;1.0;3;2;1;0;1173
Frijol;Leguminosas;138.0;136.0;1.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;32.0;27.0;1.0;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;353.93;252.43;0.85;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;50.0;2500.0;50.0;6;4;2;1;463
Maíz;Cereales;25.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;11.0;11.0;1.0;3;1;0;0;1090
Frijol;Leguminosas;11.0;16.5;1.5;3;1;1;0;1090
Caña;Cultivos Tropicales Tradicionales;14.5;29.0;2.0;6;4;2;1;463
Maíz;Cereales;35.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;15.9;22.29;1.4;3;2;0;0;1173
Frijol;Leguminosas;3.4;5.18;1.52;3;1;0;0;1090
Arveja;Leguminosas;13.5;17.66;1.31;3;2;1;0;1173
Frijol;Leguminosas;1.5;1.99;1.33;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;2.0;0.7;0.7;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;48.41;29.84;0.66;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;66.0;3468.0;68.0;6;4;2;1;463
Maíz;Cereales;22.0;29.08;1.45;5;1;0;0;1624
Guandul;Leguminosas;1.0;0.9;0.9;3;1;0;0;13
Maíz;Cereales;12.0;17.12;1.43;5;1;1;0;1624
Caña;Cultivos Tropicales Tradicionales;7.7;461.5;71.0;6;4;2;1;463
Maíz;Cereales;26.0;9.09;0.7;5;1;0;0;1624
Frijol;Leguminosas;11.0;12.31;1.54;3;1;0;0;1090
Cacao;Cultivos Tropicales Tradicionales;704.0;347.0;0.5;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;249.63;204.46;0.97;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;304.0;15150.0;50.0;6;4;2;1;463
Maíz;Cereales;20.0;33.8;1.69;5;1;0;0;1624
Frijol;Leguminosas;12.0;12.0;1.0;3;1;0;0;1090
Maíz;Cereales;20.0;40.0;2.0;5;1;1;0;1624
Frijol;Leguminosas;5.0;5.0;1.0;3;1;1;0;1090
Cacao;Cultivos Tropicales Tradicionales;7.0;1.4;0.2;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;205.35;25.38;0.14;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;60.0;1392.0;24.0;6;4;2;1;463
Maíz;Cereales;60.0;0.0;0.0;5;1;0;0;1624
Frijol;Leguminosas;10.0;0.0;0.0;3;1;0;0;1090
Guandul;Leguminosas;10.0;0.0;0.0;3;1;0;0;13
Maíz;Cereales;35.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;6.0;3.64;0.61;3;2;0;0;1173
Frijol;Leguminosas;11.0;13.2;1.2;3;1;0;0;1090
Arveja;Leguminosas;7.0;1.5;0.38;3;2;1;0;1173
Frijol;Leguminosas;2.0;1.12;0.56;3;1;1;0;1090
Arveja;Leguminosas;122.0;168.22;1.4;3;2;0;0;1173
Haba;Leguminosas;23.0;26.55;1.77;3;1;0;0;215
Café;Cultivos Tropicales Tradicionales;170.35;60.81;0.38;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;51.0;784.0;16.0;6;4;2;1;463
Maíz;Cereales;17.0;6.0;0.5;5;1;0;0;1624
Frijol;Leguminosas;2.0;0.6;0.4;3;1;0;0;1090
Guandul;Leguminosas;5.0;1.4;0.4;3;1;0;0;13
Arveja;Leguminosas;10.0;4.0;0.5;3;2;1;0;1173
Cacao;Cultivos Tropicales Tradicionales;376.0;117.6;0.4;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;20.5;20.25;1.5;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;3.0;54.0;18.0;6;4;2;1;463
Arroz;Cereales;2.0;6.75;4.5;5;5;0;0;28
Maíz;Cereales;52.0;107.39;2.24;5;1;0;0;1624
Arroz;Cereales;2.5;6.0;3.0;5;5;1;0;28
Maíz;Cereales;42.0;89.49;2.24;5;1;1;0;1624
Cacao;Cultivos Tropicales Tradicionales;642.0;380.4;0.6;6;1;2;1;217
Café;Cultivos Tropicales Tradicionales;135.67;105.19;0.8;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;180.0;7250.0;50.0;6;4;2;1;463
Maíz;Cereales;32.0;25.0;1.0;5;1;1;0;1624
Maíz;Cereales;23.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;36.0;134.58;3.74;3;2;0;0;1173
Frijol;Leguminosas;26.0;48.0;2.0;3;1;0;0;1090
Haba;Leguminosas;1.0;0.0;0.0;3;1;0;0;215
Arveja;Leguminosas;26.0;85.05;3.27;3;2;1;0;1173
Frijol;Leguminosas;30.0;46.8;1.8;3;1;1;0;1090
Fique;Cultivos Tropicales Tradicionales;20.0;0.6;0.03;6;6;2;1;16
Maíz;Cereales;44.0;0.0;0.0;5;1;0;0;1624
Arveja;Leguminosas;68.0;27.48;0.98;3;2;0;0;1173
Haba;Leguminosas;2.0;0.44;0.44;3;1;1;0;215
Café;Cultivos Tropicales Tradicionales;164.98;127.58;0.94;6;3;2;1;474
Caña;Cultivos Tropicales Tradicionales;31.0;261.0;9.0;6;4;2;1;463
Fique;Cultivos Tropicales Tradicionales;3.0;2.1;0.7;6;6;2;1;16
Maíz;Cereales;14.0;5.03;0.5;5;1;0;0;1624
Arveja;Leguminosas;6.0;4.21;0.7;3;2;0;0;1173
Frijol;Leguminosas;12.0;12.6;1.8;3;1;1;0;1090
Maíz;Cereales;120.0;151.02;1.68;5;1;0;0;1624
Arveja;Leguminosas;220.0;221.96;1.17;3;2;0;0;1173
Arveja;Leguminosas;200.0;84.11;0.56;3;2;1;0;1173
Arveja;Leguminosas;80.0;104.67;1.87;3;2;0;0;1173
Frijol;Leguminosas;9.0;13.67;1.61;3;1;0;0;1090
Maíz;Cereales;45.0;18.25;1.26;5;1;1;0;1624
Arveja;Leguminosas;150.0;167.42;1.31;3;2;1;0;1173
Café;Cultivos Tropicales Tradicionales;291.97;309.69;1.31;6;3;2;1;474
